Record	test1
Application	Generic
Creation date	27/03/2024 14:36:45
Exercises	{
#	Name	Start,sec	Length,sec	Start time
1	Combined	0.000	33.680	14:35:14.97
}

Frequency,Hz	450.000
Count	15156

Time,ms	Marker 1.x,mm	Marker 1.y,mm	Marker 1.z,mm	Marker 2.x,mm	Marker 2.y,mm	Marker 2.z,mm	Marker 3.x,mm	Marker 3.y,mm	Marker 3.z,mm	Marker 4.x,mm	Marker 4.y,mm	Marker 4.z,mm	Biceps,mV	Triceps,mV	Flexor Digitorum,mV
17553	NaN	NaN	NaN	720.8	-81.9	-377.3	576.2	34.5	-510.2	526.9	-215.8	-651.8	167.0	-26.0	-7.0
17556	NaN	NaN	NaN	720.8	-81.9	-377.3	576.2	34.5	-510.2	526.9	-215.8	-651.8	-553.0	196.0	-29.0
17558	NaN	NaN	NaN	720.8	-81.9	-377.3	576.2	34.5	-510.2	526.9	-215.8	-651.8	-869.0	177.0	-16.0
17560	NaN	NaN	NaN	720.8	-82.3	-377.6	576.2	33.4	-511.3	521.9	-215.7	-656.5	-758.0	104.0	-17.0
17562	NaN	NaN	NaN	720.8	-82.3	-377.6	576.2	33.4	-511.3	521.9	-215.7	-656.5	-452.0	49.0	-28.0
17564	NaN	NaN	NaN	720.8	-82.3	-377.6	576.2	33.4	-511.3	521.9	-215.7	-656.5	-34.0	-8.0	49.0
17567	NaN	NaN	NaN	720.8	-82.3	-377.6	576.2	33.4	-511.3	521.9	-215.7	-656.5	277.0	-100.0	1.0
17569	NaN	NaN	NaN	720.8	-82.3	-377.6	576.2	33.4	-511.3	521.9	-215.7	-656.5	732.0	-234.0	82.0
17571	NaN	NaN	NaN	720.8	-82.3	-377.6	576.2	33.4	-511.3	521.9	-215.7	-656.5	870.0	-174.0	-20.0
17573	NaN	NaN	NaN	720.8	-82.3	-377.6	576.2	33.4	-511.3	521.9	-215.7	-656.5	220.0	-8.0	6.0
17576	NaN	NaN	NaN	720.8	-82.3	-377.6	576.2	33.4	-511.3	521.9	-215.7	-656.5	-586.0	168.0	-7.0
17578	NaN	NaN	NaN	720.8	-82.3	-377.6	576.2	33.4	-511.3	521.9	-215.7	-656.5	-910.0	214.0	-28.0
17580	NaN	NaN	NaN	720.9	-82.6	-377.9	576.3	32.9	-512.4	517.2	-214.5	-661.9	-736.0	171.0	-21.0
17582	NaN	NaN	NaN	720.9	-82.6	-377.9	576.3	32.9	-512.4	517.2	-214.5	-661.9	-390.0	106.0	-28.0
17584	NaN	NaN	NaN	720.9	-82.6	-377.9	576.3	32.9	-512.4	517.2	-214.5	-661.9	57.0	14.0	-16.0
17587	NaN	NaN	NaN	720.9	-82.6	-377.9	576.3	32.9	-512.4	517.2	-214.5	-661.9	324.0	-86.0	-4.0
17589	NaN	NaN	NaN	720.9	-82.6	-377.9	576.3	32.9	-512.4	517.2	-214.5	-661.9	817.0	-194.0	63.0
17591	NaN	NaN	NaN	720.9	-82.6	-377.9	576.3	32.9	-512.4	517.2	-214.5	-661.9	948.0	-160.0	56.0
17593	NaN	NaN	NaN	720.9	-82.6	-377.9	576.3	32.9	-512.4	517.2	-214.5	-661.9	310.0	1.0	1.0
17596	NaN	NaN	NaN	720.9	-82.6	-377.9	576.3	32.9	-512.4	517.2	-214.5	-661.9	-423.0	146.0	-5.0
17598	NaN	NaN	NaN	720.9	-82.6	-377.9	576.3	32.9	-512.4	517.2	-214.5	-661.9	-733.0	188.0	-40.0
17600	NaN	NaN	NaN	721.0	-82.9	-378.3	576.5	32.2	-513.2	514.5	-213.2	-666.4	-644.0	147.0	-46.0
17602	NaN	NaN	NaN	721.0	-82.9	-378.3	576.5	32.2	-513.2	514.5	-213.2	-666.4	-359.0	78.0	-13.0
17604	NaN	NaN	NaN	721.0	-82.9	-378.3	576.5	32.2	-513.2	514.5	-213.2	-666.4	-14.0	0.0	-2.0
17607	NaN	NaN	NaN	721.0	-82.9	-378.3	576.5	32.2	-513.2	514.5	-213.2	-666.4	158.0	-107.0	12.0
17609	NaN	NaN	NaN	721.0	-82.9	-378.3	576.5	32.2	-513.2	514.5	-213.2	-666.4	682.0	-213.0	37.0
17611	NaN	NaN	NaN	721.0	-82.9	-378.3	576.5	32.2	-513.2	514.5	-213.2	-666.4	834.0	-196.0	60.0
17613	NaN	NaN	NaN	721.0	-82.9	-378.3	576.5	32.2	-513.2	514.5	-213.2	-666.4	223.0	-31.0	13.0
17616	NaN	NaN	NaN	721.0	-82.9	-378.3	576.5	32.2	-513.2	514.5	-213.2	-666.4	-545.0	160.0	-2.0
17618	NaN	NaN	NaN	721.0	-82.9	-378.3	576.5	32.2	-513.2	514.5	-213.2	-666.4	-914.0	188.0	-54.0
17620	NaN	NaN	NaN	721.0	-83.4	-378.9	576.5	30.7	-514.1	511.4	-211.8	-670.8	-748.0	129.0	-55.0
17622	NaN	NaN	NaN	721.0	-83.4	-378.9	576.5	30.7	-514.1	511.4	-211.8	-670.8	-508.0	4.0	-14.0
17624	NaN	NaN	NaN	721.0	-83.4	-378.9	576.5	30.7	-514.1	511.4	-211.8	-670.8	-67.0	-31.0	-20.0
17627	NaN	NaN	NaN	721.0	-83.4	-378.9	576.5	30.7	-514.1	511.4	-211.8	-670.8	252.0	-99.0	24.0
17629	NaN	NaN	NaN	721.0	-83.4	-378.9	576.5	30.7	-514.1	511.4	-211.8	-670.8	741.0	-199.0	14.0
17631	NaN	NaN	NaN	721.0	-83.4	-378.9	576.5	30.7	-514.1	511.4	-211.8	-670.8	925.0	-190.0	-43.0
17633	NaN	NaN	NaN	721.0	-83.4	-378.9	576.5	30.7	-514.1	511.4	-211.8	-670.8	256.0	-47.0	26.0
17636	NaN	NaN	NaN	721.0	-83.4	-378.9	576.5	30.7	-514.1	511.4	-211.8	-670.8	-522.0	131.0	-31.0
17638	NaN	NaN	NaN	721.0	-83.4	-378.9	576.5	30.7	-514.1	511.4	-211.8	-670.8	-886.0	168.0	-31.0
17640	NaN	NaN	NaN	721.2	-83.7	-379.2	576.3	29.9	-515.5	506.8	-210.5	-676.1	-708.0	163.0	-14.0
17642	NaN	NaN	NaN	721.2	-83.7	-379.2	576.3	29.9	-515.5	506.8	-210.5	-676.1	-388.0	87.0	1.0
17644	NaN	NaN	NaN	721.2	-83.7	-379.2	576.3	29.9	-515.5	506.8	-210.5	-676.1	-4.0	13.0	11.0
17647	NaN	NaN	NaN	721.2	-83.7	-379.2	576.3	29.9	-515.5	506.8	-210.5	-676.1	274.0	-91.0	6.0
17649	NaN	NaN	NaN	721.2	-83.7	-379.2	576.3	29.9	-515.5	506.8	-210.5	-676.1	771.0	-177.0	29.0
17651	NaN	NaN	NaN	721.2	-83.7	-379.2	576.3	29.9	-515.5	506.8	-210.5	-676.1	954.0	-169.0	28.0
17653	NaN	NaN	NaN	721.2	-83.7	-379.2	576.3	29.9	-515.5	506.8	-210.5	-676.1	284.0	-26.0	12.0
17656	NaN	NaN	NaN	721.2	-83.7	-379.2	576.3	29.9	-515.5	506.8	-210.5	-676.1	-553.0	133.0	-24.0
17658	NaN	NaN	NaN	721.2	-83.7	-379.2	576.3	29.9	-515.5	506.8	-210.5	-676.1	-905.0	178.0	-38.0
17660	NaN	NaN	NaN	721.2	-83.9	-379.8	576.2	28.6	-516.5	502.2	-208.9	-681.9	-764.0	145.0	-18.0
17662	NaN	NaN	NaN	721.2	-83.9	-379.8	576.2	28.6	-516.5	502.2	-208.9	-681.9	-441.0	67.0	-8.0
17664	NaN	NaN	NaN	721.2	-83.9	-379.8	576.2	28.6	-516.5	502.2	-208.9	-681.9	-35.0	-19.0	6.0
17667	NaN	NaN	NaN	721.2	-83.9	-379.8	576.2	28.6	-516.5	502.2	-208.9	-681.9	311.0	-68.0	10.0
17669	NaN	NaN	NaN	721.2	-83.9	-379.8	576.2	28.6	-516.5	502.2	-208.9	-681.9	845.0	-181.0	60.0
17671	NaN	NaN	NaN	721.2	-83.9	-379.8	576.2	28.6	-516.5	502.2	-208.9	-681.9	1014.0	-178.0	4.0
17673	NaN	NaN	NaN	721.2	-83.9	-379.8	576.2	28.6	-516.5	502.2	-208.9	-681.9	366.0	-43.0	-1.0
17676	NaN	NaN	NaN	721.2	-83.9	-379.8	576.2	28.6	-516.5	502.2	-208.9	-681.9	-482.0	122.0	-29.0
17678	NaN	NaN	NaN	721.2	-83.9	-379.8	576.2	28.6	-516.5	502.2	-208.9	-681.9	-876.0	175.0	-36.0
17680	NaN	NaN	NaN	721.2	-84.4	-380.1	576.2	27.4	-517.8	499.7	-207.2	-686.4	-755.0	142.0	-20.0
17682	NaN	NaN	NaN	721.2	-84.4	-380.1	576.2	27.4	-517.8	499.7	-207.2	-686.4	-443.0	67.0	4.0
17684	NaN	NaN	NaN	721.2	-84.4	-380.1	576.2	27.4	-517.8	499.7	-207.2	-686.4	-19.0	-7.0	16.0
17687	NaN	NaN	NaN	721.2	-84.4	-380.1	576.2	27.4	-517.8	499.7	-207.2	-686.4	321.0	-104.0	21.0
17689	NaN	NaN	NaN	721.2	-84.4	-380.1	576.2	27.4	-517.8	499.7	-207.2	-686.4	888.0	-212.0	74.0
17691	NaN	NaN	NaN	721.2	-84.4	-380.1	576.2	27.4	-517.8	499.7	-207.2	-686.4	997.0	-173.0	46.0
17693	NaN	NaN	NaN	721.2	-84.4	-380.1	576.2	27.4	-517.8	499.7	-207.2	-686.4	287.0	-7.0	35.0
17696	NaN	NaN	NaN	721.2	-84.4	-380.1	576.2	27.4	-517.8	499.7	-207.2	-686.4	-542.0	133.0	-4.0
17698	NaN	NaN	NaN	721.2	-84.4	-380.1	576.2	27.4	-517.8	499.7	-207.2	-686.4	-961.0	167.0	45.0
17700	NaN	NaN	NaN	721.3	-84.8	-380.7	576.8	29.0	-517.7	496.3	-205.3	-691.4	-830.0	129.0	8.0
17702	NaN	NaN	NaN	721.3	-84.8	-380.7	576.8	29.0	-517.7	496.3	-205.3	-691.4	-445.0	45.0	-20.0
17704	NaN	NaN	NaN	721.3	-84.8	-380.7	576.8	29.0	-517.7	496.3	-205.3	-691.4	-3.0	-23.0	-51.0
17707	NaN	NaN	NaN	721.3	-84.8	-380.7	576.8	29.0	-517.7	496.3	-205.3	-691.4	331.0	-67.0	-23.0
17709	NaN	NaN	NaN	721.3	-84.8	-380.7	576.8	29.0	-517.7	496.3	-205.3	-691.4	861.0	-151.0	27.0
17711	NaN	NaN	NaN	721.3	-84.8	-380.7	576.8	29.0	-517.7	496.3	-205.3	-691.4	1013.0	-164.0	5.0
17713	NaN	NaN	NaN	721.3	-84.8	-380.7	576.8	29.0	-517.7	496.3	-205.3	-691.4	228.0	-49.0	-20.0
17716	NaN	NaN	NaN	721.3	-84.8	-380.7	576.8	29.0	-517.7	496.3	-205.3	-691.4	-546.0	132.0	-80.0
17718	NaN	NaN	NaN	721.3	-84.8	-380.7	576.8	29.0	-517.7	496.3	-205.3	-691.4	-910.0	162.0	-48.0
17720	NaN	NaN	NaN	721.4	-85.1	-381.1	573.9	14.3	-527.1	495.3	-203.7	-694.5	-789.0	105.0	-31.0
17722	NaN	NaN	NaN	721.4	-85.1	-381.1	573.9	14.3	-527.1	495.3	-203.7	-694.5	-442.0	48.0	-8.0
17724	NaN	NaN	NaN	721.4	-85.1	-381.1	573.9	14.3	-527.1	495.3	-203.7	-694.5	1.0	0.0	12.0
17727	NaN	NaN	NaN	721.4	-85.1	-381.1	573.9	14.3	-527.1	495.3	-203.7	-694.5	333.0	-113.0	-3.0
17729	NaN	NaN	NaN	721.4	-85.1	-381.1	573.9	14.3	-527.1	495.3	-203.7	-694.5	779.0	-208.0	43.0
17731	NaN	NaN	NaN	721.4	-85.1	-381.1	573.9	14.3	-527.1	495.3	-203.7	-694.5	937.0	-190.0	35.0
17733	NaN	NaN	NaN	721.4	-85.1	-381.1	573.9	14.3	-527.1	495.3	-203.7	-694.5	281.0	-46.0	5.0
17736	NaN	NaN	NaN	721.4	-85.1	-381.1	573.9	14.3	-527.1	495.3	-203.7	-694.5	-454.0	207.0	-31.0
17738	NaN	NaN	NaN	721.4	-85.1	-381.1	573.9	14.3	-527.1	495.3	-203.7	-694.5	-823.0	225.0	-43.0
17740	NaN	NaN	NaN	721.4	-85.4	-381.8	570.5	-0.5	-536.3	457.8	-201.5	-722.2	-690.0	184.0	-25.0
17742	NaN	NaN	NaN	721.4	-85.4	-381.8	570.5	-0.5	-536.3	457.8	-201.5	-722.2	-388.0	83.0	-6.0
17744	NaN	NaN	NaN	721.4	-85.4	-381.8	570.5	-0.5	-536.3	457.8	-201.5	-722.2	-5.0	-8.0	-17.0
17747	NaN	NaN	NaN	721.4	-85.4	-381.8	570.5	-0.5	-536.3	457.8	-201.5	-722.2	292.0	-98.0	-12.0
17749	NaN	NaN	NaN	721.4	-85.4	-381.8	570.5	-0.5	-536.3	457.8	-201.5	-722.2	787.0	-208.0	64.0
17751	NaN	NaN	NaN	721.4	-85.4	-381.8	570.5	-0.5	-536.3	457.8	-201.5	-722.2	922.0	-188.0	44.0
17753	NaN	NaN	NaN	721.4	-85.4	-381.8	570.5	-0.5	-536.3	457.8	-201.5	-722.2	306.0	-35.0	-31.0
17756	NaN	NaN	NaN	721.4	-85.4	-381.8	570.5	-0.5	-536.3	457.8	-201.5	-722.2	-471.0	129.0	-35.0
17758	NaN	NaN	NaN	721.4	-85.4	-381.8	570.5	-0.5	-536.3	457.8	-201.5	-722.2	-866.0	177.0	-34.0
17760	NaN	NaN	NaN	721.2	-85.8	-382.3	574.2	12.3	-529.6	477.8	-198.9	-711.7	-726.0	149.0	-15.0
17762	NaN	NaN	NaN	721.2	-85.8	-382.3	574.2	12.3	-529.6	477.8	-198.9	-711.7	-414.0	98.0	10.0
17764	NaN	NaN	NaN	721.2	-85.8	-382.3	574.2	12.3	-529.6	477.8	-198.9	-711.7	-37.0	-21.0	18.0
17767	NaN	NaN	NaN	721.2	-85.8	-382.3	574.2	12.3	-529.6	477.8	-198.9	-711.7	257.0	-98.0	1.0
17769	NaN	NaN	NaN	721.2	-85.8	-382.3	574.2	12.3	-529.6	477.8	-198.9	-711.7	871.0	-193.0	17.0
17771	NaN	NaN	NaN	721.2	-85.8	-382.3	574.2	12.3	-529.6	477.8	-198.9	-711.7	1028.0	-176.0	46.0
17773	NaN	NaN	NaN	721.2	-85.8	-382.3	574.2	12.3	-529.6	477.8	-198.9	-711.7	310.0	-26.0	41.0
17776	NaN	NaN	NaN	721.2	-85.8	-382.3	574.2	12.3	-529.6	477.8	-198.9	-711.7	-572.0	139.0	-9.0
17778	NaN	NaN	NaN	721.2	-85.8	-382.3	574.2	12.3	-529.6	477.8	-198.9	-711.7	-968.0	156.0	-20.0
17780	NaN	NaN	NaN	721.4	-85.9	-382.8	569.6	45.5	-538.3	482.6	-196.4	-711.1	-780.0	138.0	-4.0
17782	NaN	NaN	NaN	721.4	-85.9	-382.8	569.6	45.5	-538.3	482.6	-196.4	-711.1	-517.0	48.0	-17.0
17784	NaN	NaN	NaN	721.4	-85.9	-382.8	569.6	45.5	-538.3	482.6	-196.4	-711.1	-108.0	16.0	0.0
17787	NaN	NaN	NaN	721.4	-85.9	-382.8	569.6	45.5	-538.3	482.6	-196.4	-711.1	261.0	-41.0	37.0
17789	NaN	NaN	NaN	721.4	-85.9	-382.8	569.6	45.5	-538.3	482.6	-196.4	-711.1	773.0	-164.0	25.0
17791	NaN	NaN	NaN	721.4	-85.9	-382.8	569.6	45.5	-538.3	482.6	-196.4	-711.1	986.0	-153.0	39.0
17793	NaN	NaN	NaN	721.4	-85.9	-382.8	569.6	45.5	-538.3	482.6	-196.4	-711.1	334.0	-30.0	-25.0
17796	NaN	NaN	NaN	721.4	-85.9	-382.8	569.6	45.5	-538.3	482.6	-196.4	-711.1	-523.0	139.0	-66.0
17798	NaN	NaN	NaN	721.4	-85.9	-382.8	569.6	45.5	-538.3	482.6	-196.4	-711.1	-914.0	207.0	-50.0
17800	NaN	NaN	NaN	721.4	-86.5	-383.3	576.8	21.4	-526.6	478.3	-194.5	-716.3	-765.0	178.0	-68.0
17802	NaN	NaN	NaN	721.4	-86.5	-383.3	576.8	21.4	-526.6	478.3	-194.5	-716.3	-464.0	73.0	-22.0
17804	NaN	NaN	NaN	721.4	-86.5	-383.3	576.8	21.4	-526.6	478.3	-194.5	-716.3	-28.0	23.0	-2.0
17807	NaN	NaN	NaN	721.4	-86.5	-383.3	576.8	21.4	-526.6	478.3	-194.5	-716.3	271.0	-68.0	29.0
17809	NaN	NaN	NaN	721.4	-86.5	-383.3	576.8	21.4	-526.6	478.3	-194.5	-716.3	763.0	-165.0	59.0
17811	NaN	NaN	NaN	721.4	-86.5	-383.3	576.8	21.4	-526.6	478.3	-194.5	-716.3	945.0	-156.0	22.0
17813	NaN	NaN	NaN	721.4	-86.5	-383.3	576.8	21.4	-526.6	478.3	-194.5	-716.3	291.0	-21.0	-13.0
17816	NaN	NaN	NaN	721.4	-86.5	-383.3	576.8	21.4	-526.6	478.3	-194.5	-716.3	-543.0	127.0	-31.0
17818	NaN	NaN	NaN	721.4	-86.5	-383.3	576.8	21.4	-526.6	478.3	-194.5	-716.3	-957.0	191.0	-7.0
17820	NaN	NaN	NaN	721.3	-86.6	-383.8	577.5	22.8	-526.4	474.8	-192.3	-721.1	-783.0	151.0	-48.0
17822	NaN	NaN	NaN	721.3	-86.6	-383.8	577.5	22.8	-526.4	474.8	-192.3	-721.1	-487.0	76.0	-60.0
17824	NaN	NaN	NaN	721.3	-86.6	-383.8	577.5	22.8	-526.4	474.8	-192.3	-721.1	-36.0	4.0	-2.0
17827	NaN	NaN	NaN	721.3	-86.6	-383.8	577.5	22.8	-526.4	474.8	-192.3	-721.1	296.0	-78.0	23.0
17829	NaN	NaN	NaN	721.3	-86.6	-383.8	577.5	22.8	-526.4	474.8	-192.3	-721.1	865.0	-197.0	71.0
17831	NaN	NaN	NaN	721.3	-86.6	-383.8	577.5	22.8	-526.4	474.8	-192.3	-721.1	1085.0	-184.0	60.0
17833	NaN	NaN	NaN	721.3	-86.6	-383.8	577.5	22.8	-526.4	474.8	-192.3	-721.1	432.0	-10.0	-32.0
17836	NaN	NaN	NaN	721.3	-86.6	-383.8	577.5	22.8	-526.4	474.8	-192.3	-721.1	-491.0	157.0	-26.0
17838	NaN	NaN	NaN	721.3	-86.6	-383.8	577.5	22.8	-526.4	474.8	-192.3	-721.1	-952.0	183.0	-32.0
17840	NaN	NaN	NaN	721.3	-86.8	-384.2	574.8	8.4	-535.5	472.4	-189.2	-725.3	-907.0	134.0	-46.0
17842	NaN	NaN	NaN	721.3	-86.8	-384.2	574.8	8.4	-535.5	472.4	-189.2	-725.3	-562.0	31.0	10.0
17844	NaN	NaN	NaN	721.3	-86.8	-384.2	574.8	8.4	-535.5	472.4	-189.2	-725.3	-64.0	2.0	49.0
17847	NaN	NaN	NaN	721.3	-86.8	-384.2	574.8	8.4	-535.5	472.4	-189.2	-725.3	248.0	-89.0	9.0
17849	NaN	NaN	NaN	721.3	-86.8	-384.2	574.8	8.4	-535.5	472.4	-189.2	-725.3	788.0	-158.0	59.0
17851	NaN	NaN	NaN	721.3	-86.8	-384.2	574.8	8.4	-535.5	472.4	-189.2	-725.3	975.0	-166.0	32.0
17853	NaN	NaN	NaN	721.3	-86.8	-384.2	574.8	8.4	-535.5	472.4	-189.2	-725.3	372.0	-3.0	-10.0
17856	NaN	NaN	NaN	721.3	-86.8	-384.2	574.8	8.4	-535.5	472.4	-189.2	-725.3	-467.0	160.0	-14.0
17858	NaN	NaN	NaN	721.3	-86.8	-384.2	574.8	8.4	-535.5	472.4	-189.2	-725.3	-937.0	187.0	-21.0
17860	NaN	NaN	NaN	721.2	-87.1	-384.6	565.7	19.9	-556.3	469.5	-187.1	-729.6	-839.0	163.0	-30.0
17862	NaN	NaN	NaN	721.2	-87.1	-384.6	565.7	19.9	-556.3	469.5	-187.1	-729.6	-481.0	109.0	-11.0
17864	NaN	NaN	NaN	721.2	-87.1	-384.6	565.7	19.9	-556.3	469.5	-187.1	-729.6	-35.0	25.0	-2.0
17867	NaN	NaN	NaN	721.2	-87.1	-384.6	565.7	19.9	-556.3	469.5	-187.1	-729.6	308.0	-87.0	12.0
17869	NaN	NaN	NaN	721.2	-87.1	-384.6	565.7	19.9	-556.3	469.5	-187.1	-729.6	776.0	-189.0	114.0
17871	NaN	NaN	NaN	721.2	-87.1	-384.6	565.7	19.9	-556.3	469.5	-187.1	-729.6	970.0	-181.0	62.0
17873	NaN	NaN	NaN	721.2	-87.1	-384.6	565.7	19.9	-556.3	469.5	-187.1	-729.6	368.0	3.0	-48.0
17876	NaN	NaN	NaN	721.2	-87.1	-384.6	565.7	19.9	-556.3	469.5	-187.1	-729.6	-460.0	163.0	-60.0
17878	NaN	NaN	NaN	721.2	-87.1	-384.6	565.7	19.9	-556.3	469.5	-187.1	-729.6	-885.0	183.0	-35.0
17880	NaN	NaN	NaN	721.2	-87.3	-384.8	566.1	19.5	-557.3	467.0	-184.8	-733.9	-745.0	159.0	-46.0
17882	NaN	NaN	NaN	721.2	-87.3	-384.8	566.1	19.5	-557.3	467.0	-184.8	-733.9	-434.0	106.0	0.0
17884	NaN	NaN	NaN	721.2	-87.3	-384.8	566.1	19.5	-557.3	467.0	-184.8	-733.9	-32.0	25.0	-11.0
17887	NaN	NaN	NaN	721.2	-87.3	-384.8	566.1	19.5	-557.3	467.0	-184.8	-733.9	309.0	-57.0	3.0
17889	NaN	NaN	NaN	721.2	-87.3	-384.8	566.1	19.5	-557.3	467.0	-184.8	-733.9	851.0	-164.0	66.0
17891	NaN	NaN	NaN	721.2	-87.3	-384.8	566.1	19.5	-557.3	467.0	-184.8	-733.9	1078.0	-175.0	2.0
17893	NaN	NaN	NaN	721.2	-87.3	-384.8	566.1	19.5	-557.3	467.0	-184.8	-733.9	370.0	-64.0	21.0
17896	NaN	NaN	NaN	721.2	-87.3	-384.8	566.1	19.5	-557.3	467.0	-184.8	-733.9	-511.0	117.0	-24.0
17898	NaN	NaN	NaN	721.2	-87.3	-384.8	566.1	19.5	-557.3	467.0	-184.8	-733.9	-956.0	159.0	-45.0
17900	NaN	NaN	NaN	721.2	-87.6	-385.1	566.0	18.5	-558.9	465.1	-182.3	-737.9	-783.0	154.0	-46.0
17902	NaN	NaN	NaN	721.2	-87.6	-385.1	566.0	18.5	-558.9	465.1	-182.3	-737.9	-433.0	75.0	-38.0
17904	NaN	NaN	NaN	721.2	-87.6	-385.1	566.0	18.5	-558.9	465.1	-182.3	-737.9	10.0	-16.0	7.0
17907	NaN	NaN	NaN	721.2	-87.6	-385.1	566.0	18.5	-558.9	465.1	-182.3	-737.9	279.0	-108.0	-56.0
17909	NaN	NaN	NaN	721.2	-87.6	-385.1	566.0	18.5	-558.9	465.1	-182.3	-737.9	817.0	-193.0	91.0
17911	NaN	NaN	NaN	721.2	-87.6	-385.1	566.0	18.5	-558.9	465.1	-182.3	-737.9	1092.0	-186.0	60.0
17913	NaN	NaN	NaN	721.2	-87.6	-385.1	566.0	18.5	-558.9	465.1	-182.3	-737.9	427.0	-40.0	-30.0
17916	NaN	NaN	NaN	721.2	-87.6	-385.1	566.0	18.5	-558.9	465.1	-182.3	-737.9	-500.0	126.0	-18.0
17918	NaN	NaN	NaN	721.2	-87.6	-385.1	566.0	18.5	-558.9	465.1	-182.3	-737.9	-968.0	178.0	-15.0
17920	NaN	NaN	NaN	721.1	-87.6	-385.7	565.7	15.2	-561.6	463.2	-179.9	-741.9	-848.0	178.0	-21.0
17922	NaN	NaN	NaN	721.1	-87.6	-385.7	565.7	15.2	-561.6	463.2	-179.9	-741.9	-492.0	94.0	-18.0
17924	NaN	NaN	NaN	721.1	-87.6	-385.7	565.7	15.2	-561.6	463.2	-179.9	-741.9	-28.0	23.0	-1.0
17927	NaN	NaN	NaN	721.1	-87.6	-385.7	565.7	15.2	-561.6	463.2	-179.9	-741.9	368.0	-53.0	8.0
17929	NaN	NaN	NaN	721.1	-87.6	-385.7	565.7	15.2	-561.6	463.2	-179.9	-741.9	1003.0	-151.0	59.0
17931	NaN	NaN	NaN	721.1	-87.6	-385.7	565.7	15.2	-561.6	463.2	-179.9	-741.9	1189.0	-171.0	54.0
17933	NaN	NaN	NaN	721.1	-87.6	-385.7	565.7	15.2	-561.6	463.2	-179.9	-741.9	439.0	-66.0	-5.0
17936	NaN	NaN	NaN	721.1	-87.6	-385.7	565.7	15.2	-561.6	463.2	-179.9	-741.9	-481.0	96.0	-44.0
17938	NaN	NaN	NaN	721.1	-87.6	-385.7	565.7	15.2	-561.6	463.2	-179.9	-741.9	-933.0	153.0	-57.0
17940	NaN	NaN	NaN	721.2	-87.7	-385.9	569.4	29.7	-554.4	460.7	-178.0	-746.3	-839.0	170.0	1.0
17942	NaN	NaN	NaN	721.2	-87.7	-385.9	569.4	29.7	-554.4	460.7	-178.0	-746.3	-519.0	134.0	40.0
17944	NaN	NaN	NaN	721.2	-87.7	-385.9	569.4	29.7	-554.4	460.7	-178.0	-746.3	-20.0	44.0	-15.0
17947	NaN	NaN	NaN	721.2	-87.7	-385.9	569.4	29.7	-554.4	460.7	-178.0	-746.3	335.0	-50.0	17.0
17949	NaN	NaN	NaN	721.2	-87.7	-385.9	569.4	29.7	-554.4	460.7	-178.0	-746.3	871.0	-165.0	57.0
17951	NaN	NaN	NaN	721.2	-87.7	-385.9	569.4	29.7	-554.4	460.7	-178.0	-746.3	1048.0	-181.0	45.0
17953	NaN	NaN	NaN	721.2	-87.7	-385.9	569.4	29.7	-554.4	460.7	-178.0	-746.3	330.0	-53.0	-4.0
17956	NaN	NaN	NaN	721.2	-87.7	-385.9	569.4	29.7	-554.4	460.7	-178.0	-746.3	-478.0	143.0	-38.0
17958	NaN	NaN	NaN	721.2	-87.7	-385.9	569.4	29.7	-554.4	460.7	-178.0	-746.3	-934.0	166.0	-49.0
17960	NaN	NaN	NaN	721.3	-88.1	-386.1	569.3	25.8	-557.1	462.9	-174.3	-747.8	-779.0	153.0	-50.0
17962	NaN	NaN	NaN	721.3	-88.1	-386.1	569.3	25.8	-557.1	462.9	-174.3	-747.8	-452.0	100.0	-6.0
17964	NaN	NaN	NaN	721.3	-88.1	-386.1	569.3	25.8	-557.1	462.9	-174.3	-747.8	-15.0	39.0	3.0
17967	NaN	NaN	NaN	721.3	-88.1	-386.1	569.3	25.8	-557.1	462.9	-174.3	-747.8	305.0	-96.0	37.0
17969	NaN	NaN	NaN	721.3	-88.1	-386.1	569.3	25.8	-557.1	462.9	-174.3	-747.8	793.0	-188.0	36.0
17971	NaN	NaN	NaN	721.3	-88.1	-386.1	569.3	25.8	-557.1	462.9	-174.3	-747.8	1055.0	-188.0	41.0
17973	NaN	NaN	NaN	721.3	-88.1	-386.1	569.3	25.8	-557.1	462.9	-174.3	-747.8	437.0	-54.0	3.0
17976	NaN	NaN	NaN	721.3	-88.1	-386.1	569.3	25.8	-557.1	462.9	-174.3	-747.8	-421.0	149.0	-24.0
17978	NaN	NaN	NaN	721.3	-88.1	-386.1	569.3	25.8	-557.1	462.9	-174.3	-747.8	-866.0	215.0	-33.0
17980	NaN	NaN	NaN	721.3	-88.2	-386.7	566.9	14.9	-564.7	432.2	-171.8	-768.4	-733.0	173.0	-33.0
17982	NaN	NaN	NaN	721.3	-88.2	-386.7	566.9	14.9	-564.7	432.2	-171.8	-768.4	-406.0	91.0	-13.0
17984	NaN	NaN	NaN	721.3	-88.2	-386.7	566.9	14.9	-564.7	432.2	-171.8	-768.4	-40.0	-22.0	-14.0
17987	NaN	NaN	NaN	721.3	-88.2	-386.7	566.9	14.9	-564.7	432.2	-171.8	-768.4	280.0	-77.0	20.0
17989	NaN	NaN	NaN	721.3	-88.2	-386.7	566.9	14.9	-564.7	432.2	-171.8	-768.4	771.0	-207.0	58.0
